date,T2M_RANGE,T2MDEW,T2M_MAX,T2M_MIN,T2M,PRECTOT,QV2M,RH2M,PS,WS10M_RANGE,WS10M_MIN,TS,WS10M_MAX,WS10M
10/08/1981,4.94,17.67,25.32,20.37,22.65,0.32,12.57,73.43,100.81,4.24,1.52,24.61,5.76,3.42
11/08/1981,4.18,17.48,24.61,20.43,22.19,0.05,12.44,74.72,100.76,3.20,2.44,24.39,5.64,3.50
12/08/1981,3.73,17.21,24.00,20.27,21.82,0.00,12.24,75.12,100.65,3.16,2.50,24.24,5.66,3.73
13/08/1981,4.31,17.31,24.72,20.41,22.22,0.11,12.34,73.76,100.38,3.72,1.59,24.41,5.31,3.29
14/08/1981,4.16,17.45,24.28,20.11,21.87,0.01,12.46,76.05,100.42,5.41,0.80,24.32,6.21,03.02
15/08/1981,5.42,17.00,25.71,20.29,22.54,0.00,12.08,71.12,100.83,4.80,0.09,24.90,4.89,2.16
16/08/1981,6.18,18.09,27.08,20.90,23.50,0.00,12.96,72.12,101.01,2.92,1.80,24.92,4.72,2.97
17/08/1981,4.79,18.88,25.98,21.19,23.22,0.00,13.55,76.67,101.06,5.39,0.63,24.60,06.02,04.09
18/08/1981,4.28,19.21,25.70,21.43,23.67,0.00,13.83,76.16,101.14,3.36,2.63,24.75,5.99,4.60
19/08/1981,3.93,19.54,26.27,22.34,23.89,0.01,14.11,76.71,101.13,2.85,4.52,24.59,7.37,6.13
20/08/1981,3.22,18.53,24.62,21.41,22.97,0.04,13.31,76.36,100.98,2.43,4.64,23.94,07.07,5.84
21/08/1981,4.42,17.05,24.96,20.54,22.36,0.00,12.11,72.07,100.84,2.88,2.86,24.15,5.74,4.38
22/08/1981,4.31,17.36,24.78,20.47,22.35,0.00,12.38,73.71,100.79,3.59,2.36,24.21,5.95,3.86
23/08/1981,6.21,18.97,26.79,20.58,23.51,0.00,13.73,76.28,101.07,2.65,4.18,24.43,6.83,5.51
24/08/1981,6.24,19.61,27.90,21.66,24.31,0.00,14.38,76.13,101.05,3.26,3.52,24.90,6.79,5.50
25/08/1981,5.74,20.42,27.69,21.95,24.30,0.00,15.18,80.32,100.98,4.16,2.23,24.64,6.39,4.16
26/08/1981,5.77,20.42,27.88,22.11,24.69,0.00,15.10,78.06,100.95,3.21,2.97,25.33,6.18,4.42
27/08/1981,5.49,18.92,27.90,22.41,25.05,0.00,13.79,69.85,100.93,2.60,4.89,25.36,7.49,6.11
28/08/1981,5.33,19.08,27.10,21.77,24.09,0.00,13.99,74.88,100.78,3.28,3.37,24.81,6.65,5.55
29/08/1981,3.81,18.83,24.57,20.76,22.26,0.01,13.59,81.09,100.54,2.99,2.10,23.67,05.08,03.07
30/08/1981,3.64,17.59,24.22,20.58,22.22,0.01,12.54,75.16,100.73,02.03,3.12,23.94,5.15,3.99
31/08/1981,04.09,16.56,23.78,19.68,21.46,0.00,11.71,73.69,100.96,3.66,2.26,23.44,5.91,3.85
01/09/1981,3.94,16.70,24.10,20.16,21.86,0.00,11.79,72.58,101.11,03.05,3.16,23.40,6.21,4.69
02/09/1981,5.40,17.14,24.98,19.58,22.09,0.00,12.22,74.17,101.15,03.03,3.16,23.36,6.19,4.55
03/09/1981,6.10,18.91,26.18,20.08,22.98,0.00,13.73,78.59,100.83,1.93,2.93,23.99,4.86,3.91
04/09/1981,5.34,19.93,26.44,21.10,23.29,0.00,14.67,82.21,100.66,2.45,1.92,24.25,4.37,03.04
05/09/1981,5.66,19.58,25.82,20.16,22.81,0.00,14.28,82.63,100.87,2.20,1.79,24.07,3.98,2.85
06/09/1981,5.21,19.91,26.29,21.09,23.27,0.00,14.57,82.08,101.00,3.96,1.23,24.28,5.19,2.98
07/09/1981,6.74,19.86,27.71,20.97,24.06,0.00,14.66,78.64,100.86,2.63,2.74,24.76,5.37,3.77
08/09/1981,4.87,19.96,27.24,22.37,24.41,0.01,14.87,78.14,100.91,2.99,0.79,24.91,3.78,2.29
09/09/1981,5.84,19.72,28.45,22.62,25.14,0.00,14.56,73.40,101.07,5.67,0.24,24.63,5.90,2.43
10/09/1981,4.77,19.57,25.69,20.92,23.25,0.00,14.22,80.44,101.24,3.28,2.84,24.08,6.12,04.05
11/09/1981,4.30,17.83,24.84,20.54,22.24,0.00,12.73,76.54,101.17,2.99,3.40,23.58,6.39,4.72
12/09/1981,05.08,18.95,25.14,20.06,22.43,0.01,13.65,81.02,101.13,2.88,2.84,23.39,5.72,4.40
13/09/1981,4.74,19.67,25.53,20.79,23.02,0.01,14.24,81.65,101.23,3.67,02.09,23.67,5.76,3.87
14/09/1981,5.46,19.62,26.34,20.87,23.20,0.00,14.37,81.41,101.18,3.29,2.75,23.91,06.04,4.00
15/09/1981,4.60,20.09,26.02,21.43,23.05,0.04,14.72,84.03,101.00,2.92,1.76,23.81,4.67,2.95
16/09/1981,4.94,19.50,25.76,20.82,22.80,0.01,14.19,82.31,101.03,04.03,0.60,23.77,4.64,2.72
17/09/1981,4.85,19.31,25.37,20.52,22.61,0.00,13.99,82.10,101.04,4.48,0.28,23.55,4.76,2.84
18/09/1981,3.93,18.51,24.68,20.76,22.41,0.03,13.29,78.96,101.09,4.52,0.84,23.39,5.36,3.28
19/09/1981,4.60,18.34,24.76,20.16,22.23,0.00,13.14,78.90,100.98,3.59,2.61,23.03,6.20,4.34
20/09/1981,4.77,17.65,24.69,19.93,22.08,0.01,12.62,76.36,100.76,3.76,1.87,22.99,5.63,3.48
21/09/1981,3.55,17.50,23.45,19.89,21.58,0.46,12.50,77.82,100.64,4.60,0.19,22.21,4.79,2.84
22/09/1981,2.89,15.10,22.48,19.59,20.86,0.32,10.72,70.07,100.91,3.81,2.79,22.03,6.60,5.15
23/09/1981,3.49,14.10,22.69,19.20,20.72,0.07,9.97,66.00,101.30,3.29,3.23,21.91,6.52,4.80
24/09/1981,3.56,13.76,22.72,19.16,20.63,0.00,9.81,65.24,101.25,3.21,1.73,22.10,4.95,3.57
25/09/1981,4.70,14.66,23.37,18.67,20.61,0.01,10.45,69.30,100.90,4.45,0.40,22.49,4.85,2.18
26/09/1981,4.39,16.94,24.04,19.65,21.17,0.42,12.06,77.23,100.87,4.28,3.12,22.13,7.40,5.65
27/09/1981,3.29,13.65,21.98,18.69,20.37,0.00,9.69,65.58,101.33,2.70,03.06,22.06,5.76,4.40
28/09/1981,4.89,15.83,23.92,19.03,21.25,0.02,11.17,71.51,101.30,4.29,5.47,22.25,9.76,7.72
29/09/1981,6.38,16.75,25.76,19.39,22.05,0.01,12.00,72.88,100.95,4.48,4.28,22.62,8.76,7.25
30/09/1981,5.17,17.89,25.36,20.20,22.28,0.04,12.91,77.08,100.73,3.39,0.45,22.66,3.83,2.41
01/10/1981,04.07,18.14,23.93,19.86,21.49,0.42,13.00,81.62,100.93,3.76,1.70,22.52,5.47,3.14
02/10/1981,3.72,16.36,22.79,19.07,20.70,0.58,11.55,76.33,101.08,2.53,2.77,22.39,5.30,3.73
03/10/1981,5.78,15.36,23.40,17.62,20.54,0.06,10.95,72.89,100.84,4.17,0.76,22.20,4.92,2.63
04/10/1981,05.09,16.87,23.62,18.53,21.11,0.15,12.02,77.00,100.59,2.81,0.74,22.26,3.55,2.28
05/10/1981,5.14,17.46,24.85,19.71,21.81,0.30,12.51,76.83,100.60,5.69,3.58,22.56,9.27,6.84
06/10/1981,3.48,16.81,23.49,20.00,21.49,0.16,11.88,74.76,101.07,05.08,1.84,22.69,6.92,4.31
07/10/1981,5.75,16.81,25.84,20.09,22.56,0.88,12.01,70.74,100.97,04.05,2.44,22.86,6.49,05.02
08/10/1981,4.30,18.15,24.30,20.01,21.74,0.02,13.00,80.41,100.97,5.19,1.91,22.45,7.10,4.75
09/10/1981,3.18,18.42,22.94,19.76,21.05,0.00,13.12,84.95,101.38,2.89,02.05,21.48,4.94,3.80
10/10/1981,5.24,18.20,24.47,19.23,21.53,0.00,12.98,81.62,101.34,3.56,3.71,22.06,7.27,5.52
11/10/1981,5.79,18.03,25.06,19.28,21.75,0.00,12.98,80.47,101.23,3.71,3.57,22.18,7.28,5.17
12/10/1981,5.45,17.69,24.93,19.48,21.69,0.00,12.87,79.87,101.01,3.98,1.82,22.19,5.81,3.87
13/10/1981,06.08,17.40,25.20,19.12,21.80,0.00,12.74,78.49,100.94,3.78,1.28,22.17,05.06,3.16
14/10/1981,5.60,17.76,25.79,20.19,22.52,0.02,13.17,77.71,100.95,3.43,1.24,22.78,4.67,3.15
15/10/1981,5.25,15.12,26.47,21.21,23.67,0.18,11.28,62.03,100.80,5.48,0.45,22.99,5.93,3.53
16/10/1981,4.66,16.84,24.02,19.36,21.46,0.02,12.05,75.65,100.72,4.38,2.31,22.28,6.69,4.96
17/10/1981,4.21,15.68,23.43,19.22,21.57,0.16,11.12,69.62,100.98,4.11,0.53,21.89,4.65,2.30
18/10/1981,7.51,16.21,28.61,21.10,23.41,0.10,11.87,66.34,100.88,3.73,1.70,22.83,5.42,3.82
19/10/1981,3.89,16.25,25.10,21.21,23.06,0.01,11.96,68.34,101.00,6.10,0.05,22.53,6.15,3.24
20/10/1981,4.53,17.68,25.57,21.05,22.63,0.34,12.98,75.91,100.83,4.30,0.28,22.71,4.58,2.51
21/10/1981,3.90,18.46,24.83,20.93,22.26,0.26,13.43,80.23,100.67,05.07,0.13,22.09,5.20,1.84
22/10/1981,04.01,16.61,24.19,20.18,21.75,0.56,11.88,73.17,100.53,3.46,1.55,21.77,05.02,3.24
23/10/1981,2.95,15.67,23.04,20.09,21.27,1.51,11.21,71.09,100.48,5.32,0.83,21.00,6.15,2.86
24/10/1981,2.40,17.27,21.87,19.48,20.44,3.32,12.28,82.19,100.82,3.88,0.84,20.95,4.72,2.69
25/10/1981,3.73,17.22,22.78,19.05,20.62,0.43,12.17,80.90,101.29,5.44,1.79,21.29,7.23,4.79
26/10/1981,3.76,14.09,21.49,17.73,19.37,0.00,9.95,71.66,101.45,2.19,5.24,20.63,7.44,6.30
27/10/1981,5.21,14.22,22.07,16.86,19.28,0.00,10.08,72.93,101.32,1.91,4.76,20.37,6.67,5.66
28/10/1981,03.06,14.80,21.41,18.36,19.77,0.00,10.50,73.62,101.26,1.90,2.66,20.21,4.56,3.66
29/10/1981,4.39,15.32,23.55,19.16,20.91,0.00,11.06,72.37,101.36,4.52,1.71,21.12,6.23,3.82
30/10/1981,3.78,15.74,22.48,18.69,20.21,0.00,11.12,75.97,101.39,1.93,4.57,20.91,6.50,5.76
31/10/1981,5.78,14.88,23.73,17.96,20.40,0.00,10.77,72.65,101.27,04.01,1.52,21.00,5.53,3.95
01/11/1981,7.30,15.29,25.23,17.94,21.16,0.00,11.09,71.44,101.38,3.74,0.42,21.48,4.15,02.08
02/11/1981,4.12,15.55,23.46,19.34,20.86,0.14,11.20,73.53,101.49,2.62,1.56,21.06,4.18,2.50
03/11/1981,5.44,14.68,24.88,19.43,21.67,0.20,10.55,65.86,101.34,3.15,0.72,21.41,3.87,2.50
04/11/1981,4.97,15.14,24.44,19.47,21.34,0.00,10.96,69.67,101.13,3.70,0.81,21.37,4.51,2.79
05/11/1981,6.28,13.81,25.71,19.43,22.02,0.04,10.08,61.32,100.79,1.52,2.81,21.61,4.33,3.51
06/11/1981,5.12,14.36,24.26,19.15,21.39,0.00,10.42,65.95,100.97,2.43,0.81,21.22,3.23,02.01
07/11/1981,4.26,14.65,22.72,18.46,19.96,0.10,10.55,73.10,101.26,05.05,0.38,20.55,5.43,03.01
08/11/1981,4.15,15.28,22.43,18.28,19.88,0.00,10.90,75.81,101.12,2.52,1.75,20.32,4.27,2.96
09/11/1981,4.26,15.07,22.36,18.10,19.84,0.39,10.75,74.69,100.77,3.51,0.41,20.53,3.93,2.18
10/11/1981,3.22,15.02,21.66,18.44,19.84,01.01,10.63,74.14,101.15,3.31,1.21,20.16,4.51,2.98
11/11/1981,6.71,13.57,25.75,19.03,22.15,0.03,9.92,60.15,101.33,3.69,3.56,21.35,7.24,5.51
12/11/1981,5.64,13.37,25.05,19.41,21.56,0.00,9.92,62.38,101.38,3.92,2.35,21.06,6.28,3.92
13/11/1981,4.61,16.22,24.10,19.49,20.94,0.00,11.64,75.92,101.33,1.34,2.26,20.97,3.59,3.20
14/11/1981,5.22,15.62,23.84,18.62,20.84,0.00,11.21,73.62,101.32,2.84,0.71,20.92,3.55,2.16
15/11/1981,4.48,15.46,23.77,19.30,20.70,0.00,11.11,73.45,101.17,3.40,0.34,20.35,3.74,02.01
16/11/1981,2.93,16.17,21.67,18.75,19.99,0.01,11.57,80.04,101.34,7.50,0.05,19.79,7.55,3.13
17/11/1981,6.51,14.53,23.85,17.34,20.08,0.02,10.43,71.70,101.23,4.42,3.48,20.36,7.90,5.15
18/11/1981,4.26,15.71,22.49,18.23,19.90,0.11,11.25,78.03,101.01,5.66,2.77,20.16,8.42,6.20
19/11/1981,5.12,14.37,23.78,18.65,21.07,0.31,10.38,66.98,100.93,5.13,0.41,20.57,5.53,3.16
20/11/1981,06.07,12.64,24.88,18.81,21.43,0.00,9.24,58.48,101.21,4.42,2.13,20.99,6.55,05.05
21/11/1981,4.48,13.09,23.30,18.82,20.36,0.00,9.67,65.54,101.50,3.77,1.46,20.20,5.22,3.33
22/11/1981,2.79,13.41,21.19,18.40,19.72,0.00,9.88,69.73,101.50,4.42,0.19,19.45,4.61,2.19
23/11/1981,5.46,12.34,24.19,18.74,21.01,0.00,9.20,59.99,101.55,4.65,0.33,20.31,4.97,3.77
24/11/1981,4.82,14.24,22.62,17.80,19.63,0.00,10.34,73.43,101.65,03.08,2.85,19.80,5.93,4.42
25/11/1981,5.60,13.57,22.18,16.57,18.84,0.00,9.87,73.66,101.63,3.16,4.60,19.03,7.75,6.17
26/11/1981,4.69,13.17,21.37,16.69,18.46,0.00,9.58,73.16,101.58,2.93,1.91,18.62,4.84,3.20
27/11/1981,5.57,11.47,21.62,16.05,18.26,0.00,8.65,67.14,101.91,1.81,1.46,18.75,3.27,2.40
28/11/1981,4.90,11.84,21.11,16.21,17.92,0.00,8.78,69.60,101.93,3.76,0.21,18.72,3.97,2.49
29/11/1981,4.72,12.55,20.47,15.75,17.64,0.00,9.14,73.55,101.61,2.71,02.01,18.18,4.72,3.27
30/11/1981,4.21,12.78,19.79,15.58,17.49,0.00,9.19,74.47,101.39,3.69,1.44,18.25,5.13,3.45
01/12/1981,4.35,11.37,19.79,15.43,17.24,0.00,8.38,69.00,101.38,2.66,0.21,17.89,2.86,1.48
02/12/1981,3.84,11.93,19.03,15.19,16.81,0.15,8.65,73.25,101.49,2.23,0.75,17.98,2.98,2.27
03/12/1981,5.14,11.41,19.84,14.70,16.78,0.01,8.42,71.60,101.68,4.10,0.24,17.93,4.35,2.68
04/12/1981,4.38,9.32,19.27,14.90,16.53,0.00,7.33,63.52,101.86,2.14,2.99,17.46,5.14,4.18
05/12/1981,3.73,10.59,18.59,14.87,16.31,0.10,7.90,69.20,101.55,3.73,0.60,17.20,4.34,2.93
06/12/1981,3.41,12.07,18.53,15.12,16.64,10.55,8.76,74.53,100.86,4.65,2.98,17.71,7.63,06.06
07/12/1981,2.33,10.95,17.33,15.00,15.86,2.00,8.11,72.59,100.98,4.39,1.65,17.44,06.04,3.16
08/12/1981,4.56,11.59,18.65,14.09,16.45,0.30,8.44,72.98,101.17,2.60,0.98,17.35,3.58,02.05
09/12/1981,04.07,12.46,18.89,14.82,16.77,0.48,8.98,76.09,101.25,4.92,01.09,17.38,6.00,3.88
10/12/1981,4.92,14.57,19.91,14.99,17.36,2.22,10.30,84.18,101.47,4.22,3.35,17.82,7.57,6.12
11/12/1981,3.33,14.71,19.52,16.19,17.43,0.54,10.31,84.09,101.75,1.59,1.45,17.97,03.04,2.29
12/12/1981,4.61,13.95,19.10,14.49,16.63,0.62,9.81,84.36,101.83,1.81,1.16,17.41,2.97,2.26
13/12/1981,4.89,13.55,18.99,14.11,16.65,0.21,9.58,82.25,101.86,3.69,0.28,17.24,3.97,2.33
14/12/1981,3.44,13.85,19.24,15.80,17.19,0.29,9.73,80.79,101.91,2.24,1.76,17.52,4.00,2.66
15/12/1981,4.86,15.05,20.02,15.16,17.26,0.30,10.57,87.14,101.68,1.32,3.68,17.77,5.00,04.05
16/12/1981,4.28,14.74,19.52,15.24,16.99,0.38,10.40,86.80,101.24,1.66,1.98,17.76,3.64,2.87
17/12/1981,3.47,14.39,19.28,15.81,17.44,5.39,10.22,82.52,100.80,6.91,01.07,17.53,7.98,05.06
18/12/1981,2.72,10.99,17.36,14.64,16.11,4.43,8.12,71.83,101.32,5.59,4.25,17.34,9.85,7.62
19/12/1981,2.93,8.77,16.26,13.33,14.65,0.43,6.96,67.90,101.71,1.80,3.45,16.29,5.25,4.20
20/12/1981,5.31,10.45,17.47,12.16,14.92,3.38,7.89,75.47,101.46,6.35,1.69,16.65,08.04,5.00
21/12/1981,2.91,13.63,18.49,15.58,16.96,6.57,9.67,80.93,101.29,3.90,5.72,17.27,9.62,7.46
22/12/1981,2.21,15.33,18.89,16.68,17.49,3.35,10.80,87.24,101.16,3.52,4.81,17.63,8.33,6.85
23/12/1981,3.47,14.26,19.28,15.81,17.16,0.70,10.08,83.17,101.12,2.74,03.01,17.61,5.75,4.52
24/12/1981,2.65,13.30,18.08,15.42,16.75,0.66,9.47,80.17,101.06,2.58,3.34,17.51,5.92,4.85
25/12/1981,3.83,9.27,16.77,12.94,15.05,0.07,7.26,68.57,101.05,02.03,2.95,16.64,4.97,3.93
26/12/1981,5.19,10.01,17.87,12.67,15.48,1.48,7.82,71.67,100.82,8.84,2.41,16.33,11.26,06.08
27/12/1981,2.81,13.52,18.29,15.48,16.79,2.65,9.65,81.20,100.68,5.55,04.04,16.95,9.60,6.16
28/12/1981,2.79,15.23,19.41,16.62,17.55,6.10,10.84,86.30,100.03,5.81,9.31,17.44,15.12,11.80
29/12/1981,3.38,13.44,18.92,15.55,17.02,2.54,9.67,79.67,100.10,2.43,7.88,17.03,10.31,9.18
30/12/1981,5.24,14.83,20.50,15.25,17.85,10.66,10.61,82.64,99.75,5.33,9.38,17.63,14.72,12.50
31/12/1981,3.29,12.98,18.28,15.00,16.77,15.07,9.37,78.67,100.38,5.33,5.61,16.71,10.94,8.85
01/01/1982,04.03,10.20,17.76,13.74,15.52,0.24,7.70,70.84,101.44,5.71,0.19,16.51,5.90,3.45
02/01/1982,5.72,9.21,19.59,13.87,16.52,0.00,7.31,63.00,101.23,5.31,0.25,17.18,5.56,03.01
03/01/1982,6.13,09.05,21.10,14.97,17.48,0.00,7.26,58.91,101.33,4.88,1.55,17.45,6.42,4.13
04/01/1982,5.91,9.84,21.31,15.40,17.43,0.01,7.70,62.87,101.63,4.41,0.28,17.67,4.68,3.37
05/01/1982,5.68,10.31,21.07,15.39,17.47,0.00,7.88,64.19,101.73,1.84,3.55,17.39,5.39,4.57
06/01/1982,5.70,12.31,20.08,14.38,16.76,0.00,8.98,76.44,101.61,1.46,3.49,16.75,4.96,4.28
07/01/1982,5.53,12.71,20.66,15.13,17.08,0.34,9.34,77.63,101.37,2.95,0.28,16.79,3.23,02.03
08/01/1982,5.96,9.95,20.90,14.93,17.90,0.00,7.81,61.72,101.38,2.53,1.58,17.01,4.11,2.75
09/01/1982,6.45,7.92,21.53,15.09,17.92,0.05,6.85,54.05,101.29,4.95,0.69,17.37,5.64,2.85
10/01/1982,2.81,12.48,18.59,15.78,16.85,5.19,09.09,76.37,100.92,4.86,4.58,17.64,9.44,6.51
11/01/1982,1.97,13.07,17.35,15.38,16.47,26.22,9.43,80.41,100.01,3.40,09.06,17.31,12.46,10.45
12/01/1982,1.70,10.66,15.39,13.69,14.56,32.59,8.10,77.66,99.46,2.63,10.45,16.26,13.08,11.84
13/01/1982,2.17,11.93,15.87,13.70,14.53,53.47,8.79,84.49,99.57,6.27,5.60,15.81,11.87,8.32
14/01/1982,2.96,10.83,16.19,13.23,14.59,13.24,8.12,78.21,100.00,1.96,3.48,15.77,5.44,4.51
15/01/1982,2.99,11.92,17.41,14.42,15.58,6.30,8.66,78.83,100.79,1.85,4.37,15.98,6.22,5.34
16/01/1982,2.86,11.77,16.17,13.31,14.87,16.25,8.59,81.91,100.93,2.77,5.83,15.72,8.59,7.22
17/01/1982,1.63,8.63,14.65,13.02,13.74,9.58,6.92,71.21,101.16,05.05,1.82,15.16,6.87,4.63
18/01/1982,2.81,7.47,15.50,12.69,13.93,0.08,6.38,65.05,101.38,2.29,0.28,15.47,2.56,01.05
19/01/1982,1.48,9.63,14.68,13.20,13.96,1.83,7.41,75.37,101.44,4.67,0.71,14.90,5.37,3.40
20/01/1982,2.72,9.57,16.05,13.34,14.44,0.25,7.31,72.50,102.00,1.73,2.60,15.33,4.34,3.66
21/01/1982,4.13,10.96,16.86,12.73,14.65,4.84,08.03,78.77,102.26,2.23,3.42,15.55,5.65,4.66
22/01/1982,3.98,11.36,16.98,13.00,14.50,0.18,8.27,81.82,102.22,2.49,4.61,15.41,7.10,5.47
23/01/1982,5.50,10.72,17.95,12.46,14.79,0.48,7.95,77.07,102.09,2.94,2.00,15.47,4.94,3.61
24/01/1982,3.99,10.84,17.31,13.33,14.88,6.57,8.00,77.00,101.86,3.65,0.39,15.59,04.04,2.34
25/01/1982,4.72,10.84,17.46,12.74,14.77,2.34,08.02,77.60,101.63,2.40,1.18,15.79,3.59,2.56
26/01/1982,4.88,11.16,18.07,13.19,15.27,0.34,8.23,76.92,101.48,3.97,0.59,16.02,4.56,2.84
27/01/1982,3.73,11.47,17.58,13.85,15.29,0.17,8.36,78.12,101.58,3.93,1.91,16.22,5.84,3.98
28/01/1982,3.44,9.71,16.89,13.45,14.84,2.74,7.42,71.34,101.52,4.35,3.24,15.99,7.59,5.19
29/01/1982,7.17,8.51,18.16,10.99,14.53,0.00,6.97,68.41,101.50,5.62,2.47,15.26,08.09,06.03
30/01/1982,5.84,9.72,17.38,11.54,14.37,0.00,7.50,74.66,101.94,4.60,0.25,15.05,4.85,3.19
31/01/1982,3.62,9.66,16.20,12.58,13.90,0.00,7.41,76.15,102.02,2.28,0.47,15.07,2.75,1.87
01/02/1982,4.41,9.22,16.78,12.37,14.04,0.00,7.17,72.72,101.71,2.74,0.10,15.21,2.84,1.69
02/02/1982,2.96,7.67,14.84,11.88,13.16,0.28,6.48,69.35,101.23,2.28,0.25,14.86,2.52,1.25
03/02/1982,5.90,7.57,16.99,11.10,13.70,0.00,6.51,67.15,100.96,3.25,0.82,15.08,04.08,2.63
04/02/1982,7.94,8.19,20.60,12.67,15.92,0.00,6.86,61.32,101.11,4.93,1.38,16.14,6.31,3.95
05/02/1982,6.89,9.55,19.76,12.88,15.63,0.00,7.57,69.14,101.40,5.11,1.12,16.11,6.23,4.54
06/02/1982,5.85,11.25,18.73,12.87,15.67,0.13,8.45,76.77,101.21,5.89,0.83,15.46,6.72,4.21
07/02/1982,3.62,13.63,18.74,15.13,16.61,2.22,9.72,82.96,101.07,6.45,1.11,16.25,7.56,4.54
08/02/1982,4.88,11.84,19.33,14.45,16.44,0.93,8.71,75.19,100.95,4.85,1.98,16.23,6.83,4.77
09/02/1982,3.82,13.05,18.15,14.34,15.95,0.71,9.38,83.36,100.81,3.73,0.41,15.44,4.14,2.83
10/02/1982,2.66,13.23,17.44,14.78,15.90,0.04,9.45,84.50,101.10,3.97,2.39,15.41,6.37,4.57
11/02/1982,3.66,12.51,17.50,13.84,15.22,0.01,09.05,84.62,101.29,3.40,1.16,14.98,4.56,3.14
12/02/1982,05.08,12.49,18.23,13.16,15.20,0.00,09.04,84.76,101.39,3.39,0.28,14.82,3.67,1.79
13/02/1982,4.35,12.38,17.17,12.81,14.86,0.01,8.93,85.73,101.58,3.38,1.11,14.97,4.49,2.84
14/02/1982,4.92,12.04,18.28,13.36,15.47,1.20,8.80,80.94,101.17,7.44,2.22,15.58,9.66,4.17
15/02/1982,1.16,10.24,14.45,13.29,13.91,39.27,7.82,78.86,100.29,1.93,8.72,15.28,10.65,9.79
16/02/1982,2.68,10.26,16.03,13.34,14.48,20.60,7.79,75.69,100.23,7.14,4.41,15.48,11.55,7.56
17/02/1982,3.55,10.17,17.15,13.60,15.35,3.99,7.70,71.19,100.82,2.99,1.92,15.53,4.92,3.81
18/02/1982,3.30,11.22,16.95,13.66,14.99,1.61,8.26,78.20,100.96,2.96,1.43,15.40,4.40,2.66
19/02/1982,3.45,11.09,16.99,13.54,14.83,01.07,8.16,78.27,101.22,2.91,2.26,15.97,5.18,3.87
20/02/1982,05.08,10.78,17.81,12.73,15.02,0.98,7.98,75.89,101.56,03.02,1.30,15.84,4.32,2.83
21/02/1982,3.61,10.89,17.38,13.77,15.16,0.36,08.01,75.60,101.79,4.81,0.21,16.03,05.02,2.47
22/02/1982,04.04,11.99,17.24,13.20,15.09,6.73,8.69,82.13,101.43,5.15,1.18,15.77,6.33,4.15
23/02/1982,1.81,9.31,14.89,13.08,13.89,3.35,7.25,73.87,101.19,1.53,4.46,15.30,5.99,5.27
24/02/1982,2.93,7.64,15.54,12.61,13.89,2.59,6.46,66.02,101.34,2.81,2.12,15.20,4.92,3.79
25/02/1982,4.81,10.64,16.21,11.40,14.42,1.94,08.04,79.30,101.38,6.66,2.17,15.05,8.83,5.78
26/02/1982,3.68,10.41,16.92,13.24,14.93,0.13,7.77,74.46,101.67,1.64,3.18,15.86,4.82,4.00
27/02/1982,5.24,12.41,18.03,12.79,15.11,0.90,8.88,84.03,101.67,4.15,2.44,15.69,6.58,4.41
28/02/1982,4.66,13.46,17.98,13.32,15.50,0.06,9.54,87.87,101.57,3.69,2.66,16.02,6.35,4.71
01/03/1982,3.90,14.58,18.50,14.59,16.14,0.02,10.20,90.52,101.98,1.96,4.34,16.35,6.30,5.11
02/03/1982,4.73,13.94,18.67,13.94,15.86,0.00,9.77,88.38,102.09,5.30,1.88,15.86,7.18,5.12
03/03/1982,6.42,13.57,19.81,13.38,16.28,0.00,9.60,84.30,101.80,3.79,0.44,16.11,4.23,3.13
04/03/1982,3.97,12.96,18.31,14.34,15.98,0.00,9.18,82.47,102.16,5.98,2.69,16.02,8.68,5.95
05/03/1982,4.47,9.58,17.39,12.92,15.09,0.00,7.36,70.02,102.08,1.87,6.54,15.65,8.41,7.28
06/03/1982,5.20,9.81,18.06,12.86,15.46,0.00,7.49,69.35,101.72,1.26,6.57,16.02,7.83,7.18
07/03/1982,3.69,11.07,17.82,14.13,15.60,0.00,8.15,74.62,101.48,02.04,4.15,15.97,6.19,4.89
08/03/1982,3.30,10.75,17.45,14.14,15.46,0.00,7.98,73.50,101.19,1.68,2.63,15.99,4.31,3.32
09/03/1982,3.42,11.15,17.42,14.00,15.64,0.00,8.23,74.73,100.88,3.43,3.20,16.30,6.63,4.51
10/03/1982,4.66,11.70,18.16,13.50,15.74,0.00,8.53,77.00,101.00,2.91,5.23,16.43,8.15,6.75
11/03/1982,5.32,12.78,18.76,13.44,16.03,0.00,9.20,81.48,101.00,4.32,2.93,16.64,7.25,5.68
12/03/1982,5.71,12.56,20.04,14.33,16.62,0.00,9.16,78.07,100.92,3.68,0.58,16.36,4.26,2.77
13/03/1982,04.06,13.86,18.31,14.25,15.90,0.02,9.85,88.06,101.13,2.82,1.44,15.70,4.26,2.61
14/03/1982,4.97,13.61,19.19,14.22,16.37,0.33,9.70,83.98,100.91,4.52,0.51,16.08,05.03,2.82
15/03/1982,3.42,13.78,18.82,15.40,16.88,2.13,9.81,82.09,100.71,4.22,0.31,16.43,4.53,2.24
16/03/1982,3.19,13.77,18.78,15.58,16.82,1.51,9.81,82.36,100.72,3.72,1.15,16.81,4.87,3.41
17/03/1982,3.38,13.83,18.43,15.05,16.55,1.99,9.81,84.03,100.94,1.41,3.74,16.70,5.16,4.46
