Year,Month,Day,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
1999,3,22,17.39,10.26,13.82,17.13,13.06,25.26,12.21
1999,3,23,17.07,11.35,14.21,16.94,10.56,23.05,12.5
1999,3,24,15.95,10.91,13.44,16.14,7.83,20.27,12.44
1999,3,25,14.9,11.25,13.08,15.36,7.35,19.05,11.7
1999,3,26,13.21,8.68,10.94,14.02,6.66,17.11,10.45
1999,3,27,13.92,8.86,11.39,15.12,7.91,18.46,10.55
1999,3,28,14.77,9.77,12.27,15.4,7.86,19.33,11.48
1999,3,29,15.25,10.17,12.71,15.88,11.42,21.4,9.98
1999,3,30,16.4,10.95,13.68,16.94,12.39,23.21,10.82
1999,3,31,16.31,11.76,14.03,16.14,7.75,21.16,13.41
1999,4,1,16.28,12.02,14.15,16.77,8.59,21.4,12.81
1999,4,2,16.08,11.68,13.88,16.73,10.65,22.3,11.65
1999,4,3,16.33,11.34,13.84,17.01,11.8,22.92,11.12
1999,4,4,18.53,11.36,14.94,18.36,12.36,25.87,13.5
1999,4,5,19.87,11.01,15.44,19.32,12.7,27.04,14.33
1999,4,6,19.58,10.84,15.21,19.37,13.93,27.37,13.44
1999,4,7,19.23,12.71,15.97,19.37,11.39,26.12,14.73
1999,4,8,19.81,11.62,15.71,19.52,11.34,26.65,15.31
1999,4,9,18.83,12.81,15.83,19.05,10.28,24.81,14.52
1999,4,10,18.16,13.27,15.72,18.63,10.87,24.59,13.73
1999,4,11,18.26,12.97,15.62,18.56,10.4,24.58,14.19
1999,4,12,18.43,11.7,15.07,18.51,11.85,25.57,13.71
1999,4,13,16.85,12.69,14.76,17.56,9.16,22.17,13.01
1999,4,14,16.05,11.15,13.6,18.05,7.89,20.94,13.05
1999,4,15,14.44,8.9,11.67,15.73,5.79,17.23,11.44
1999,4,16,14.87,7,10.94,16.69,7.55,19.36,11.8
1999,4,17,15.7,10.01,12.86,16.81,8.52,20.2,11.69
1999,4,18,15.83,9.67,12.76,16.94,10.4,21.2,10.8
1999,4,19,16.16,10.99,13.58,17.48,10.02,21.76,11.73
1999,4,20,17.56,11.76,14.66,18.64,12.54,24.55,12.01
1999,4,21,17.67,12.9,15.29,18.47,11.3,24.29,12.98
1999,4,22,17.62,13.67,15.65,18.33,8.23,22.17,13.94
1999,4,23,17.11,11.35,14.23,18.15,10.44,22.73,12.29
1999,4,24,17.44,12.15,14.8,18.39,10.91,23.22,12.3
1999,4,25,17.62,12.27,14.94,18.64,10.01,23.01,13.01
1999,4,26,16.69,11.28,13.99,18.02,7.45,20.94,13.48
1999,4,27,15.69,10.74,13.22,17.15,6.23,19.48,13.24
1999,4,28,15.7,10.39,13.05,16.55,6.53,19.45,12.92
1999,4,29,16.69,10.77,13.73,17.65,9.99,22.08,12.08
1999,4,30,17.56,11.39,14.48,18.59,9.61,22.89,13.27
1999,5,1,16.53,11.39,13.96,17.23,7.46,21.08,13.62
1999,5,2,15.41,12.08,13.74,16.12,4.38,17.85,13.47
1999,5,3,17.36,12.54,14.95,18.56,7.73,21.75,14.02
1999,5,4,17.98,12.1,15.05,19.42,10.6,23.78,13.18
1999,5,5,18.21,12.73,15.47,19.01,12.36,25.44,13.08
1999,5,6,20.01,14.96,17.48,20.9,11.38,26.57,15.19
1999,5,7,19.21,15.08,17.14,20.02,8.23,23.93,15.69
1999,5,8,18.05,12.51,15.27,19.23,8.49,22.78,14.29
1999,5,9,18.19,12.51,15.36,19.5,9.92,23.75,13.83
1999,5,10,19.02,13.83,16.42,20.19,11.8,25.6,13.8
1999,5,11,21.68,14.83,18.26,22.25,14.16,29.87,15.71
1999,5,12,22.46,15.1,18.78,22.85,12.02,29.46,17.44
1999,5,13,21.23,15.28,18.26,21.89,9.66,26.53,16.88
1999,5,14,21.1,14.74,17.92,22,11.02,27.71,16.69
1999,5,15,18.1,14.73,16.41,18.44,5.11,20.49,15.38
1999,5,16,17.06,10.68,13.87,18.87,6.96,21.13,14.17
1999,5,17,17.1,10.17,13.64,18.36,7.18,21.22,14.04
1999,5,18,17.99,10.35,14.17,19.48,8.55,22.31,13.76
1999,5,19,17.85,9.73,13.79,19.53,8.69,22.26,13.58
1999,5,20,17.8,10.62,14.21,19.19,10.65,23.36,12.71
1999,5,21,19.1,11.42,15.26,20.2,12.91,26.01,13.11
1999,5,22,20.49,13.4,16.94,21.25,13.21,27.9,14.68
1999,5,23,21.08,14,17.54,21.81,13.28,28.4,15.11
1999,5,24,23.33,12.68,18.01,23.41,15.65,32.55,16.9
1999,5,25,23.25,14.37,18.81,23.72,11.28,29.77,18.49
1999,5,26,20.77,16.24,18.51,22.39,8.09,25.43,17.34
1999,5,27,20.49,14.23,17.37,22.53,8.95,25.76,16.81
1999,5,28,19.81,15.4,17.61,21.33,7.3,23.91,16.62
1999,5,29,19.76,15.32,17.54,20.97,7.03,24.04,17.01
1999,5,30,19.15,15.29,17.23,19.85,4.48,21.65,17.17
1999,5,31,20.82,15.3,18.06,21.55,9.38,26.39,17.01
1999,6,1,20.87,15.38,18.12,22.1,9.08,26.24,17.17
1999,6,2,20.22,14.33,17.27,21.7,9.43,25.02,15.6
1999,6,3,19.95,15.01,17.48,20.93,8.19,25.08,16.9
1999,6,4,20.38,14.37,17.37,21.75,9.72,25.8,16.08
1999,6,5,20.12,14.9,17.51,21.75,10.44,25.61,15.16
1999,6,6,20.01,14.13,17.07,22.03,8.28,24.5,16.22
1999,6,7,19.01,12.01,15.51,21.14,9.25,24.03,14.77
1999,6,8,18.84,11.81,15.33,20.96,8.45,23.28,14.83
1999,6,9,19.92,12.15,16.04,21.67,12,26.12,14.12
1999,6,10,22.51,15.19,18.84,23.64,13.42,29.65,16.23
1999,6,11,21.62,16.25,18.94,22.78,9.95,26.82,16.87
1999,6,12,21.8,15.95,18.87,23.38,11.06,28.08,17.01
1999,6,13,20.65,14.15,17.4,22.79,9.28,25.81,16.53
1999,6,14,20.42,14.58,17.5,22.77,8.38,25.24,16.87
1999,6,15,22.17,15.44,18.81,23.95,13.26,29.05,15.8
1999,6,16,23.12,16.46,19.79,24.95,10.8,28.98,18.18
1999,6,17,23.13,16.15,19.65,24.84,10.96,29.09,18.13
1999,6,18,22.89,14.59,18.74,24.72,12.38,29.41,17.03
1999,6,19,24.26,16.01,20.13,25.84,13.31,31.55,18.24
1999,6,20,24.42,16.44,20.43,26.16,12.12,30.88,18.76
1999,6,21,24.58,17.28,20.93,26.4,12.11,30.97,18.86
1999,6,22,23.01,17.01,20.01,25.33,9.66,28.58,18.94
1999,6,23,21.92,15.57,18.74,24.74,9.02,27.1,18.08
1999,6,24,22.13,15.07,18.6,24.87,10.46,28.37,17.91
1999,6,25,22.06,15.26,18.66,24.64,7.84,26.76,18.92
1999,6,26,21.87,15.67,18.76,23.97,9.55,27.05,17.49
1999,6,27,21.73,15.05,18.39,23.96,9.01,26.74,17.73
1999,6,28,22.01,16.33,19.17,24.09,7.54,26.38,18.84
1999,6,29,22.56,15.59,19.08,24.19,10.33,27.81,17.48
1999,6,30,25.28,17.73,21.51,27,14.33,33.44,19.12
1999,7,1,27.26,17.23,22.25,28.57,11.11,33.74,22.63
1999,7,2,27.13,16.61,21.87,28.55,11.73,33.83,22.1
1999,7,3,25.15,17.51,21.33,26.69,9.27,30.22,20.94
1999,7,4,23.1,16.94,20.02,25.02,9.34,28.22,18.88
1999,7,5,22.45,17.19,19.82,24.6,9.1,27.2,18.1
1999,7,6,23.52,16.56,20.05,25.23,10.38,29.05,18.67
1999,7,7,25.9,16.01,20.96,27.57,14.01,33.24,19.23
1999,7,8,25.87,19.69,22.78,27.7,10.7,32.19,21.48
1999,7,9,25.19,18.9,22.05,27.43,10.17,31.15,20.99
1999,7,10,23.9,17.94,20.92,26.06,9.48,29.44,19.95
1999,7,11,23.29,18.05,20.67,25.7,9.59,28.73,19.14
1999,7,12,23.12,16.65,19.88,25.73,10.46,28.95,18.48
1999,7,13,22.36,16.65,19.51,25.15,6.69,26.13,19.44
1999,7,14,23.57,16.74,20.15,25.39,10.38,29.33,18.95
1999,7,15,24.92,17.89,21.4,26.67,13.2,32.08,18.88
1999,7,16,24.33,19.31,21.82,26.48,10.05,30.07,20.01
1999,7,17,23.66,18.06,20.87,26.3,8.02,28.26,20.26
1999,7,18,23.4,16.67,20.03,25.61,8.61,28.27,19.66
1999,7,19,22.82,16.37,19.6,25.19,9.79,28.17,18.38
1999,7,20,23.54,17.43,20.48,25.98,9.71,29.13,19.41
1999,7,21,23.95,17.92,20.94,26.48,10.3,29.55,19.24
1999,7,22,24.01,17.98,20.99,26.47,10.17,29.95,19.78
1999,7,23,23.12,17.02,20.07,25.98,8.54,28.29,19.75
1999,7,24,22.78,16.85,19.81,25.37,9.09,27.91,18.83
1999,7,25,22.21,16.15,19.18,25.17,7.68,26.79,19.11
1999,7,26,22.3,15.4,18.84,24.79,7.78,26.97,19.19
1999,7,27,22.83,15.82,19.33,25.4,8.05,27.44,19.39
1999,7,28,23.38,16.38,19.88,25.49,10.23,28.6,18.37
1999,7,29,24.33,18.33,21.33,26.41,10.21,29.89,19.69
1999,7,30,24.68,18.03,21.36,26.68,10.46,30.43,19.97
1999,7,31,23.77,17.73,20.76,25.83,8.55,28.65,20.11
1999,8,1,24.69,16.88,20.79,26.91,12.09,31.4,19.31
1999,8,2,24.23,18.42,21.32,26.34,9.94,29.87,19.94
1999,8,3,23.71,17.27,20.49,26.06,9.34,28.92,19.59
1999,8,4,24.21,17.62,20.92,26.45,10.51,29.76,19.26
1999,8,5,25.13,19.15,22.14,27.44,10.31,30.77,20.46
1999,8,6,24.94,18.41,21.68,27.5,9.84,30.51,20.66
1999,8,7,25.34,18.3,21.82,27.58,11.31,31.86,20.55
1999,8,8,24.68,19.73,22.21,27.17,7.97,29.51,21.54
1999,8,9,23.6,17.37,20.49,25.76,6.65,27.58,20.94
1999,8,10,23.84,16.69,20.27,25.86,9.19,28.73,19.55
1999,8,11,23.86,17.38,20.62,25.05,7.19,27.44,20.26
1999,8,12,24.05,17.44,20.75,26.3,9.52,29.5,19.98
1999,8,13,23.58,17.27,20.42,26,9.8,29.28,19.48
1999,8,14,24.23,17.85,21.04,26.76,10.52,30,19.48
1999,8,15,25.49,19.11,22.3,27.4,11.29,31.9,20.61
1999,8,16,24.65,18.28,21.47,26.98,9.67,30.19,20.53
1999,8,17,24.19,18.34,21.26,26.45,9.83,29.85,20.02
1999,8,18,22.42,16.25,19.33,24.99,6.57,26.23,19.66
1999,8,19,22.66,16.62,19.65,24.78,9.3,27.68,18.37
1999,8,20,23.26,16.98,20.12,25.4,9.3,28.26,18.95
1999,8,21,24.44,17.26,20.84,26.34,11.65,30.95,19.3
1999,8,22,25.07,19.42,22.24,27.01,9.91,30.55,20.64
1999,8,23,26.14,19.21,22.67,28.03,12.17,34.02,21.84
1999,8,24,25.23,18.98,22.1,27.58,10.15,31.12,20.97
1999,8,25,25.14,18.96,22.05,27.32,9.63,30.83,21.19
1999,8,26,26.18,18.19,22.19,27.92,9.46,31.79,22.33
1999,8,27,26.36,18.03,22.19,27.66,10.41,32.12,21.7
1999,8,28,26.05,17.55,21.8,27.83,8.9,31.36,22.46
1999,8,29,25.5,18.01,21.76,27.52,10.66,31.77,21.12
1999,8,30,24.26,18.21,21.24,26.58,9.44,29.86,20.42
1999,8,31,23.4,17.92,20.66,25.84,8.02,28.25,20.24
1999,9,1,23.37,17.22,20.3,25.94,7.88,27.97,20.08
1999,9,2,23.76,17.89,20.83,26.09,8.19,28.62,20.44
1999,9,3,23.98,18.5,21.24,26.2,7.94,28.82,20.88
1999,9,4,23.68,17.09,20.38,26.07,8.23,28.93,20.7
1999,9,5,23.18,15.74,19.46,25.17,8.97,28.33,19.36
1999,9,6,23.1,17.04,20.07,25.16,7.88,27.72,19.83
1999,9,7,23.12,17.3,20.21,24.97,9.11,28.41,19.3
1999,9,8,23.23,16.93,20.08,25.26,8.75,28.19,19.44
1999,9,9,24.79,18.44,21.62,26.4,10.54,30.63,20.09
1999,9,10,26.32,18.47,22.39,27.6,11.37,33.26,21.89
1999,9,11,25.52,19.6,22.56,27.22,10.74,31.83,21.09
1999,9,12,24.25,19.52,21.88,25.87,8.74,29.65,20.9
1999,9,13,22.81,16.38,19.59,24.76,6.16,26.21,20.05
1999,9,14,20.92,13.94,17.43,23.27,6.12,24.43,18.31
1999,9,15,21.06,13.57,17.32,23.13,9.57,26.33,16.76
1999,9,16,22.03,15.94,18.99,24.02,9.91,27.55,17.64
1999,9,17,21.7,16.91,19.31,22.87,6.69,25.81,19.12
1999,9,18,21.53,14.89,18.21,23.82,8.12,26.28,18.15
1999,9,19,22.09,16.87,19.48,23.08,8.28,26.76,18.48
1999,9,20,21.33,13.79,17.56,22.51,6.73,25.19,18.45
1999,9,21,20.06,13.97,17.01,21.56,8.55,24.85,16.3
1999,9,22,20.8,15.76,18.27,22.3,9.27,25.96,16.69
1999,9,23,22.04,17.2,19.62,23.62,7.85,26.6,18.76
1999,9,24,23.35,17.71,20.53,24.76,10.37,29.3,18.93
1999,9,25,22.42,17.92,20.17,23.6,7.08,26.84,19.76
1999,9,26,21.35,15.76,18.56,22.92,7.67,26.13,18.46
1999,9,27,20.65,15.41,18.03,22.35,8.72,25.73,17.01
1999,9,28,21.33,15.77,18.55,22.71,10.57,27.16,16.58
1999,9,29,22.17,17.23,19.7,23.48,10.03,28.08,18.04
1999,9,30,21.42,15.56,18.49,23.29,6.9,25.6,18.7
1999,10,1,21.94,17.68,19.81,23.31,8.14,26.76,18.62
1999,10,2,21.17,16.6,18.89,22.57,9.04,26.43,17.4
1999,10,3,21.69,16.42,19.06,22.8,9.73,27.6,17.87
1999,10,4,21.97,16.17,19.07,23.04,10.91,29.02,18.11
1999,10,5,21.31,15.89,18.6,22.69,9.11,26.54,17.44
1999,10,6,21.53,16.6,19.06,23.26,8.07,26.37,18.3
1999,10,7,20.9,15.24,18.07,22.61,5.32,24.08,18.76
1999,10,8,20.55,16.01,18.28,21.83,5.95,24.33,18.38
1999,10,9,21.8,15.83,18.82,23.08,11.35,28.27,16.92
1999,10,10,21.86,17.69,19.77,21.84,7.22,26.28,19.06
1999,10,11,21.14,18.53,19.83,21.1,4.61,23.84,19.23
1999,10,12,21.44,17.11,19.27,22.17,9.02,26.61,17.59
1999,10,13,21.81,17.33,19.57,22.55,9.19,27.8,18.61
1999,10,14,20.96,17.95,19.46,21.22,4.36,23.46,19.09
1999,10,15,21.12,17.56,19.33,21.32,6.64,25.41,18.77
1999,10,16,21.33,16.98,19.15,22.05,7.56,25.98,18.41
1999,10,17,19.19,14.22,16.7,20.42,6.09,22.86,16.76
1999,10,18,19.13,14.9,17.01,19.63,6.71,22.66,15.95
1999,10,19,19.74,15.4,17.57,20.46,7.6,23.75,16.15
1999,10,20,19.73,16.87,18.3,19.94,5.42,22.76,17.33
1999,10,21,20.68,17.56,19.12,21.05,7.59,25.34,17.76
1999,10,22,20.23,16.61,18.42,20.62,8.47,24.95,16.48
1999,10,23,21.13,17.41,19.27,21.87,7.18,25.73,18.55
1999,10,24,19.87,16.79,18.33,20.61,7.72,24.53,16.81
1999,10,25,17.96,14.13,16.05,18.51,5.17,21.19,16.01
1999,10,26,18.58,14.04,16.3,19.23,7.84,22.98,15.14
1999,10,27,20.21,15.24,17.73,20.65,10.18,26.48,16.29
1999,10,28,19.57,16.54,18.05,19.2,3.49,21.6,18.1
1999,10,29,19.5,15.9,17.7,19.96,8.42,24.17,15.75
1999,10,30,20.11,16.91,18.51,20.62,7.27,24.62,17.34
1999,10,31,19.8,15.47,17.63,20.58,10.63,26.16,15.52
1999,11,1,18.8,14.75,16.77,19.37,8.29,23.96,15.67
1999,11,2,19.14,15.72,17.43,19.97,6.2,23.14,16.94
1999,11,3,18.08,14.24,16.16,19.15,7.2,22.22,15.01
1999,11,4,19.09,13.46,16.28,19.57,12.63,26.94,14.3
1999,11,5,20.6,13.65,17.13,20.38,11.45,27.83,16.39
1999,11,6,22.17,14.18,18.18,21.27,10.27,28.84,18.57
1999,11,7,21.3,14.16,17.73,20.94,10.57,27.98,17.41
1999,11,8,18.83,14.25,16.54,19.12,9.81,24.7,14.89
1999,11,9,18.23,12.69,15.46,18.58,9.01,23.93,14.92
1999,11,10,17.87,12.49,15.19,17.98,10.14,23.76,13.62
1999,11,11,16.65,13.65,15.15,17.16,5.72,19.92,14.19
1999,11,12,16.34,10.61,13.48,17.13,3.48,18.56,15.08
1999,11,13,15.84,10.6,13.22,16.68,4.55,18.58,14.01
1999,11,14,15.08,10.99,13.04,15.96,3.62,17.37,13.76
1999,11,15,14.98,10.97,12.98,16.05,4.52,17.76,13.23
1999,11,16,14.65,8.66,11.66,15.28,6.34,18.05,11.72
1999,11,17,13.92,9.06,11.49,14.86,7.55,18.23,10.66
1999,11,18,14.7,8.07,11.38,15.34,9.3,20.27,10.97
1999,11,19,15.04,10.54,12.79,15.84,7.35,19.37,12.01
1999,11,20,14.96,12.13,13.55,15.46,5.27,17.87,12.6
1999,11,21,13.08,6.34,9.71,13.85,7.33,17.13,9.8
1999,11,22,13.39,8.06,10.73,14.1,6.65,17.19,10.54
1999,11,23,12.19,6.58,9.39,13.16,8.66,17.19,8.52
1999,11,24,13.51,6.76,10.13,13.72,9.73,19.33,9.6
1999,11,25,14.76,7.65,11.2,14.46,9.88,21.05,11.17
1999,11,26,14.55,7.19,10.87,14.3,10.06,20.67,10.61
1999,11,27,14.14,5.78,9.96,13.58,9.84,20.2,10.37
1999,11,28,14.17,5.11,9.64,13.29,12.13,20.9,8.77
1999,11,29,14.05,6.77,10.41,13.83,11.06,20.64,9.57
1999,11,30,14.12,9.56,11.84,14.25,6.16,18.01,11.85
1999,12,1,16.05,7.69,11.87,15.49,9.92,22.28,12.36
1999,12,2,17.37,8.44,12.9,16.6,12.83,25.29,12.46
1999,12,3,16.32,14.69,15.51,15.9,3.48,17.93,14.46
1999,12,4,16.08,13.76,14.92,15.86,3.63,18.47,14.83
1999,12,5,16.17,14.1,15.14,16.17,6.34,20.22,13.88
1999,12,6,15.56,13.17,14.37,15.69,7.94,20.49,12.55
1999,12,7,15.47,12.76,14.11,15.25,6.84,19.68,12.83
1999,12,8,14.76,12.9,13.83,14.64,5.09,17.67,12.58
1999,12,9,14.52,11.31,12.92,14.79,5.79,18.29,12.5
1999,12,10,13.32,10.12,11.72,13.52,6.34,16.81,10.48
1999,12,11,11.82,7.34,9.58,12.31,9.34,17.07,7.73
1999,12,12,12.85,8.27,10.56,12.9,9.85,18.88,9.03
1999,12,13,13.87,10.18,12.02,13.72,10.38,19.88,9.5
1999,12,14,13.76,10.25,12,14.05,8.7,18.58,9.88
1999,12,15,13.85,10.97,12.4,14.08,4.76,16.91,12.15
1999,12,16,11.55,4.01,7.78,12.21,5.61,13.94,8.33
1999,12,17,9.31,2.68,6,10.09,7.23,13.69,6.47
1999,12,18,9.24,2.25,5.74,9.96,9.2,14.33,5.12
1999,12,19,11.76,6.71,9.24,12.22,7.38,15.46,8.08
1999,12,20,12.95,10.56,11.76,12.65,5.45,16.47,11.02
1999,12,21,13.61,10.69,12.15,13.66,8.35,18.81,10.45
1999,12,22,12.93,8.73,10.83,13.01,9.51,19.12,9.62
1999,12,23,12.23,9.73,10.98,12.29,7.34,16.83,9.48
1999,12,24,11.74,8.74,10.24,12.39,7.48,16.58,9.1
1999,12,25,12.19,8.15,10.17,12.22,10.33,18.79,8.46
1999,12,26,12.48,10.05,11.26,12.71,9.66,18.09,8.43
1999,12,27,13.05,10.55,11.8,13.22,9.47,18.58,9.11
1999,12,28,14.26,10.43,12.34,14.09,5.96,17.87,11.91
1999,12,29,14.27,12.03,13.15,14.08,6.2,18,11.79
1999,12,30,14.82,11.01,12.92,14.92,8.61,19.66,11.06
1999,12,31,13.29,7.37,10.33,13.77,10.41,19.88,9.47
2000,1,1,12.28,6.86,9.57,12.03,8.56,17.81,9.25
2000,1,2,12.44,6.48,9.45,11.79,9.61,17.98,8.37
2000,1,3,12.6,9.83,11.22,12.86,6.8,16.08,9.28
2000,1,4,13.61,9.03,11.32,13.49,6.3,16.9,10.61
2000,1,5,12.61,7.19,9.9,12.47,9.51,18.25,8.74
2000,1,6,11.92,8.04,9.98,12.56,9.27,17.51,8.24
2000,1,7,11.59,3.9,7.75,11.49,10.12,17.43,7.3
2000,1,8,11.33,5.9,8.62,11.34,10.38,17.35,6.97
2000,1,9,12.53,8.33,10.43,11.72,8,17.33,9.32
2000,1,10,11.34,8.22,9.78,11.61,4.67,13.55,8.87
2000,1,11,10.44,5.65,8.05,10.73,8.54,15.31,6.78
2000,1,12,11.34,4.54,7.94,10.96,10,17.67,7.67
2000,1,13,11.21,6.07,8.64,11.09,9.82,16.48,6.66
2000,1,14,10.87,8.08,9.48,11.55,3.28,13.05,9.77
2000,1,15,10.72,7.46,9.08,11.44,5.05,13.95,8.9
2000,1,16,11.63,8.15,9.89,11.76,6.88,15.76,8.89
2000,1,17,13.13,6.71,9.92,12.89,10.89,19.74,8.85
2000,1,18,12.96,7.26,10.11,12.39,9.38,18.5,9.12
2000,1,19,13.43,10.3,11.87,12.76,8.48,18.3,9.82
2000,1,20,12.27,7.4,9.83,12.26,9.52,17.69,8.16
2000,1,21,12.73,7.41,10.08,12.08,8.4,18.21,9.81
2000,1,22,12.56,8.13,10.34,12.36,8.28,17.99,9.71
2000,1,23,12.18,8.07,10.12,12.8,7.85,17.3,9.44
2000,1,24,11.69,7.5,9.6,12.09,8.9,17.19,8.3
2000,1,25,13.03,6.27,9.65,12.83,10.53,19.01,8.48
2000,1,26,13.35,10.67,12.01,13.87,7.06,17.89,10.83
2000,1,27,13.3,8.12,10.71,13.42,10.49,20.18,9.68
2000,1,28,13.9,8.38,11.15,13.51,9.94,19.7,9.76
2000,1,29,14.08,10.95,12.51,13.7,7.59,18.83,11.24
2000,1,30,15.62,8.33,11.98,14.8,12.74,22.38,9.64
2000,1,31,17.51,9.19,13.36,16.34,11.02,24.15,13.12
2000,2,1,17.48,10.59,14.04,16.3,10.44,23.94,13.51
2000,2,2,16.37,9.5,12.94,15.62,9.72,22.55,12.83
2000,2,3,14.9,11.58,13.23,14.97,9.37,20.86,11.49
2000,2,4,16.01,9.76,12.88,15.23,11.16,22.8,11.63
2000,2,5,15.03,11.25,13.14,14.48,9.81,20.65,10.84
2000,2,6,14.46,10.76,12.61,13.94,8.8,20.05,11.24
2000,2,7,14,10.9,12.44,14.02,9.39,19.65,10.26
2000,2,8,13.44,10.91,12.17,13.98,8.84,18.63,9.79
2000,2,9,13.82,10.86,12.33,14.3,8.22,18.85,10.63
2000,2,10,14.24,9.99,12.12,14.5,12.3,21.76,9.48
2000,2,11,14.39,9.86,12.12,14.43,10.28,20.92,10.64
2000,2,12,14.24,11.92,13.08,14.16,8.45,19.6,11.15
2000,2,13,14.44,10.55,12.5,14.79,10.3,20.79,10.49
2000,2,14,13.89,10.47,12.18,13.97,10.13,20.15,10.02
2000,2,15,14.4,10.58,12.49,14.35,10.12,20.72,10.6
2000,2,16,14.62,10.87,12.74,14.34,10.46,21.05,10.59
2000,2,17,13.63,10.68,12.15,13.93,9.28,19.1,9.82
2000,2,18,14.58,10.84,12.71,14.97,12.14,21.83,9.69
2000,2,19,14.72,10.5,12.61,14.98,11.8,21.69,9.89
2000,2,20,15.42,10.19,12.8,15.25,10.27,21.9,11.63
2000,2,21,15,11.64,13.32,14.84,9.08,21.01,11.94
2000,2,22,15.26,12.01,13.64,15.32,10.06,21.6,11.54
2000,2,23,15.1,10.87,12.98,15.11,11.12,21.33,10.21
2000,2,24,17.35,6.19,11.77,16.47,15.83,26.23,10.4
2000,2,25,16.75,9.01,12.88,16.7,11.79,24.01,12.23
2000,2,26,16.5,10.24,13.37,16.65,12.02,23.55,11.55
2000,2,27,15.52,13.2,14.36,16.12,7.68,20.33,12.65
2000,2,28,15.63,13.4,14.51,16.35,7.05,20.05,12.99
2000,2,29,14.7,11.86,13.28,15.23,7.78,19.51,11.74
2000,3,1,14.91,11.37,13.14,15.3,9.95,20.89,10.94
2000,3,2,14.5,9.48,11.99,15.07,12.09,21.44,9.35
2000,3,3,16.1,9.4,12.75,16.24,12.66,23.86,11.19
2000,3,4,17.3,9.44,13.37,16.96,11.53,24.33,12.8
2000,3,5,18.31,9.55,13.93,17.48,10.15,25.15,15
2000,3,6,20.39,7.74,14.07,19.2,13.07,28.35,15.28
2000,3,7,21.32,9.19,15.26,19.76,13.37,29.21,15.83
2000,3,8,21.55,8.35,14.94,19.62,12.63,29.05,16.42
2000,3,9,22.87,10.33,16.6,20.39,12.35,30.5,18.15
2000,3,10,21.18,9.54,15.36,20.01,13.3,30.08,16.77
2000,3,11,18.39,11.43,14.91,18.07,7.35,22.72,15.37
2000,3,12,16.72,12.81,14.76,17.3,7.71,21.47,13.76
2000,3,13,16.44,12.21,14.33,17.13,8.46,21.26,12.8
2000,3,14,15.8,11.12,13.46,16.48,11.02,21.74,10.72
2000,3,15,17.23,8.77,13,17.3,13.44,24.18,10.74
2000,3,16,16.73,8.98,12.85,17.36,13.8,24.36,10.55
2000,3,17,16.89,8.94,12.91,16.98,12.8,24.08,11.27
2000,3,18,15.72,11.16,13.44,16.17,9.67,21.12,11.44
2000,3,19,15.99,10.5,13.24,16.59,10.77,22.26,11.49
2000,3,20,15.72,11.15,13.43,16.01,10.53,21.45,10.92
2000,3,21,15.17,10.68,12.92,15.9,7.2,19.6,12.4
2000,3,22,14.9,9.82,12.36,15.76,7.77,19.06,11.28
2000,3,23,14.92,8.8,11.86,15.76,9,19.94,10.94
2000,3,24,14.93,8.61,11.76,15.83,8.05,19.47,11.43
2000,3,25,14.9,8.72,11.81,15.83,10.02,20.15,10.12
2000,3,26,15.33,9.47,12.4,16.1,9.71,20.58,10.87
2000,3,27,15.98,9.71,12.85,16.58,11.06,22.77,11.71
2000,3,28,14.69,10.02,12.36,15.51,8.31,19.73,11.41
2000,3,29,14.57,9.16,11.87,15.97,8.48,19.82,11.34
2000,3,30,15.62,8.9,12.26,16.19,9.91,21.11,11.19
2000,3,31,16.48,10.07,13.28,17.63,9.4,21.9,12.5
2000,4,1,16.4,8.95,12.67,17.24,12.51,22.77,10.26
2000,4,2,15.44,9.33,12.38,15.41,6.91,19.25,12.33
2000,4,3,12.88,9.3,11.09,13.3,2.99,14.76,11.76
2000,4,4,13.78,8.01,10.89,14.65,5.23,16.81,11.57
2000,4,5,14.89,8.83,11.86,16.07,8.61,20.06,11.45
2000,4,6,16.85,8.59,12.73,17.77,14.25,24.82,10.57
2000,4,7,19.59,9.94,14.76,18.95,11.92,27.13,15.21
2000,4,8,17.09,11.17,14.13,17.52,9.2,22.44,13.23
2000,4,9,16.5,11.73,14.12,17.3,7.93,20.96,13.03
2000,4,10,16.23,11.01,13.62,16.98,7.13,20.12,12.99
2000,4,11,15.25,9.19,12.22,16.65,8.03,19.76,11.73
2000,4,12,14.69,8.24,11.47,16.26,9.73,20.05,10.32
2000,4,13,15.93,8.9,12.41,16.99,9.66,21.08,11.43
2000,4,14,16.82,11.23,14.02,17.44,10.12,22.21,12.08
2000,4,15,18.32,10.28,14.3,18.54,11.32,23.98,12.65
2000,4,16,16.38,10.24,13.31,16.84,4.23,18.19,13.95
2000,4,17,16.02,8.14,12.08,17.26,8.13,20.71,12.58
2000,4,18,16.33,8.01,12.16,17.23,9.93,21.9,11.97
2000,4,19,16.71,11.47,14.08,17.75,12.13,23.12,10.98
2000,4,20,17.27,12.65,14.97,18.56,11.39,23.26,11.87
2000,4,21,17.82,12.72,15.27,18.99,11.66,24.09,12.44
2000,4,22,16.53,12.16,14.35,17.36,8.8,21.8,13
2000,4,23,15.69,8.07,11.88,16.98,9.68,20.97,11.3
